NAMESPACE                       NAME                                                  IMAGE REPOSITORY                                                                                                                        TAGS                                                           UPDATED
branch-transaction-api-uat      on-dotnet-21-runtime                                  default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-api-uat/on-dotnet-21-runtime                             9.0                                                            8 months ago
branch-transaction-api-uat      slipgenerator-consumer                                default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-api-uat/slipgenerator-consumer                           9e1a4b09,latest,a4c83f61,81c433d8 + 3 more...                  3 weeks ago
branch-transaction-api-uat      suspect-notes-api                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-api-uat/suspect-notes-api                                latest,8021e942,7abcfe5b,ddede432 + 23 more...                 7 months ago
branch-transaction-api-uat      suspectnotes-omni                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-api-uat/suspectnotes-omni                                latest,69a4e69f,1c3f1c79,8f949ad7 + 3 more...                  7 months ago
branch-transaction-api-uat      trxoverride-be                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-api-uat/trxoverride-be                                   latest,5182b2c9,fef5d220,4595ca7e                              5 months ago
branch-transaction-api-uat      trxoverride-omni                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-api-uat/trxoverride-omni                                 latest,3fb6bd17,ac3ee532,06efc90c + 1 more...                  7 days ago
branch-transaction-web-ppd      branchtrx-web                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-ppd/branchtrx-web                                    1.0.3,latest,1.0.2,1.0.1,1.0.0                                 29 hours ago
branch-transaction-web-ppd      cashmaintenance-web                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-ppd/cashmaintenance-web                              1.1.1,latest,1.1.0,1.0.0                                       8 days ago
branch-transaction-web-ppd      customer-identification-web                           default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-ppd/customer-identification-web                      latest,1.0.1,1.0.0                                             8 hours ago
branch-transaction-web-ppd      miscellaneous                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-ppd/miscellaneous                                    latest,1.6.1,1.6.0,1.5.9,1.5.8,1.5.7 + 24 more...              13 days ago
branch-transaction-web-ppd      nodejs-12-rhel7                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-ppd/nodejs-12-rhel7                                  latest                                                         2 weeks ago
branch-transaction-web-ppd      slipgenerator-web                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-ppd/slipgenerator-web                                latest,1.0.0                                                   13 days ago
branch-transaction-web-ppd      trxoverride-web                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-ppd/trxoverride-web                                  1.0.2,latest,1.0.1,1.0.0                                       12 days ago
branch-transaction-web-sit      branchtrx-web                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-sit/branchtrx-web                                    latest,36d378cf,c2cfd5a4,4232aec4 + 100 more...                10 hours ago
branch-transaction-web-sit      cashdeposit                                           default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-sit/cashdeposit                                      latest,551afa27,d748538f,e294f004 + 20 more...                 5 months ago
branch-transaction-web-sit      cashmaintenance-web                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-sit/cashmaintenance-web                              latest,00e9c03f,1ffe73b6,7ba99804 + 80 more...                 8 days ago
branch-transaction-web-sit      customer-identification-web                           default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-sit/customer-identification-web                      latest,cc64cba2,3ea0bbf8,678799e5 + 118 more...                6 days ago
branch-transaction-web-sit      depositwithdrawal-web                                 default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-sit/depositwithdrawal-web                            d4d0f73c,latest,b4d3fe93,8c4d71c5 + 86 more...                 8 days ago
branch-transaction-web-sit      dummy-web                                             default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-sit/dummy-web                                        latest,5b9e915e,a6ca8702,4578df19 + 55 more...                 3 weeks ago
branch-transaction-web-sit      miscellaneous                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-sit/miscellaneous                                    ae4d7052,latest,7f386f97,0897f015 + 136 more...                13 days ago
branch-transaction-web-sit      nodejs-12-rhel7                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-sit/nodejs-12-rhel7                                  latest                                                         2 weeks ago
branch-transaction-web-sit      remittance-web                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-sit/remittance-web                                   941b0440,latest,3ab5298f,3fc2dde4 + 11 more...                 3 months ago
branch-transaction-web-sit      slipgenerator-web                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-sit/slipgenerator-web                                latest,1e970854,3fbc1757,ec0c0d72 + 6 more...                  6 weeks ago
branch-transaction-web-sit      trxoverride-web                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-sit/trxoverride-web                                  ddfc9161,latest,b7b39f86,e992a4d3 + 9 more...                  12 days ago
branch-transaction-web-uat      branchtrx-web                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-uat/branchtrx-web                                    latest,c2cfd5a4,4232aec4,dd79bd5b + 10 more...                 29 hours ago
branch-transaction-web-uat      cashmaintenance-web                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-uat/cashmaintenance-web                              latest,00e9c03f,1ffe73b6,8b79c1b7 + 34 more...                 8 days ago
branch-transaction-web-uat      customer-identification-web                           default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-uat/customer-identification-web                      6fbb124b,latest,d178f89e,26e93e92 + 5 more...                  3 hours ago
branch-transaction-web-uat      depositwithdrawal-web                                 default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-uat/depositwithdrawal-web                            073cd672,latest,5b6e6045,d6425cd7 + 1 more...                  2 months ago
branch-transaction-web-uat      miscellaneous                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-uat/miscellaneous                                    latest,ae4d7052,0897f015,b6863352 + 63 more...                 13 days ago
branch-transaction-web-uat      nodejs-12-rhel7                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-uat/nodejs-12-rhel7                                  latest                                                         2 weeks ago
branch-transaction-web-uat      slipgenerator-web                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-uat/slipgenerator-web                                33cd1483,latest,1e970854,3fbc1757 + 1 more...                  13 days ago
branch-transaction-web-uat      trxoverride-web                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-web-uat/trxoverride-web                                  ddfc9161,latest,b7b39f86,e992a4d3 + 1 more...                  12 days ago
call-center-apis-uat            callcenter-cdc-api                                    default-route-openshift-image-registry.apps.np.ocbcnisp.com/call-center-apis-uat/callcenter-cdc-api                                     latest,cab85d6d                                                5 hours ago
call-center-apis-uat            dotnet-21-runtime-rhel7                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/call-center-apis-uat/dotnet-21-runtime-rhel7                                latest                                                         5 hours ago
cashmanagement-ppd              cashmanagement-transaction-api                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/cashmanagement-ppd/cashmanagement-transaction-api                           1.1.2,latest,1.0.2                                             6 months ago
cashmanagement-ppd              dotnet-21-runtime-rhel7                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/cashmanagement-ppd/dotnet-21-runtime-rhel7                                  latest                                                         6 months ago
cashmanagement-sit              cashmanagement-transaction-api                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/cashmanagement-sit/cashmanagement-transaction-api                           latest,264c28be,93d6c117,961a136f + 10 more...                 7 months ago
cashmanagement-sit              dotnet-21-runtime-rhel7                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/cashmanagement-sit/dotnet-21-runtime-rhel7                                  latest                                                         9 months ago
cashmanagement-uat              cashmanagement-transaction-api                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/cashmanagement-uat/cashmanagement-transaction-api                           latest,264c28be,93d6c117,009f12da + 6 more...                  7 months ago
cashmanagement-uat              dotnet-21-runtime-rhel7                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/cashmanagement-uat/dotnet-21-runtime-rhel7                                  latest                                                         9 months ago
centralpayment-ppd              dotnet-21-runtime-rhel7                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/centralpayment-ppd/dotnet-21-runtime-rhel7                                  latest                                                         4 months ago
centralpayment-ppd              swift-mt9xx-be                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/centralpayment-ppd/swift-mt9xx-be                                           1.0.1,latest,1.0.0                                             4 months ago
centralpayment-sit              dotnet-21-runtime-rhel7                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/centralpayment-sit/dotnet-21-runtime-rhel7                                  latest                                                         8 months ago
centralpayment-sit              swift-gpi-be                                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/centralpayment-sit/swift-gpi-be                                             052e367d,latest,6826289f,cfd5ab20 + 12 more...                 12 days ago
centralpayment-sit              swift-interfaces-out-be                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/centralpayment-sit/swift-interfaces-out-be                                  latest,510fab53,ff6f9423,f03c229f + 31 more...                 3 months ago
centralpayment-sit              swift-mt1xx-be                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/centralpayment-sit/swift-mt1xx-be                                           70438091,latest,cf4edfc2,7377cbcf + 2 more...                  5 months ago
centralpayment-sit              swift-mt9xx-be                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/centralpayment-sit/swift-mt9xx-be                                           latest,8e5f58b9,0f05d051,f7b32727 + 20 more...                 4 months ago
centralpayment-uat              dotnet-21-runtime-rhel7                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/centralpayment-uat/dotnet-21-runtime-rhel7                                  latest                                                         8 months ago
centralpayment-uat              swift-gpi-be                                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/centralpayment-uat/swift-gpi-be                                             052e367d,latest,6826289f,cfd5ab20 + 2 more...                  12 days ago
centralpayment-uat              swift-interfaces-out-be                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/centralpayment-uat/swift-interfaces-out-be                                  latest,f7b560ac,a61be061                                       3 months ago
centralpayment-uat              swift-mt1xx-be                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/centralpayment-uat/swift-mt1xx-be                                           latest,7377cbcf,6050f469,6ba3d1d0                              5 months ago
centralpayment-uat              swift-mt9xx-be                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/centralpayment-uat/swift-mt9xx-be                                           8e5f58b9,latest,0f05d051,f7b32727 + 9 more...                  4 months ago
cif-ppd                         cif-approval-api                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-ppd/cif-approval-api                                                    1.0.1,latest,1.0.0,0.0.5,0.0.4,0.0.3 + 2 more...               8 months ago
cif-ppd                         cif-inquirymaintenance-api                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-ppd/cif-inquirymaintenance-api                                          2.6.3,latest,2.6.2,2.6.1,2.6.0,2.5.2 + 24 more...              3 weeks ago
cif-ppd                         cif-kyc-api                                           default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-ppd/cif-kyc-api                                                         1.2.3,latest,1.2.2,1.2.1,1.2.0,1.1.5 + 9 more...               5 weeks ago
cif-ppd                         cif-omni-approval                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-ppd/cif-omni-approval                                                   latest,1.2.7,1.2.6,1.2.5,1.2.4,1.2.3 + 8 more...               7 weeks ago
cif-ppd                         cif-omni-maintenancedata                              default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-ppd/cif-omni-maintenancedata                                            latest,2.3.4,2.3.2,2.3.1,2.3.0,2.2.1 + 10 more...              3 weeks ago
cif-ppd                         cif-omni-onboarding                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-ppd/cif-omni-onboarding                                                 1.6.1,latest,1.6.0,1.5.2,1.5.1,1.5.0 + 15 more...              7 weeks ago
cif-ppd                         cif-orchestration-api                                 default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-ppd/cif-orchestration-api                                               1.1.4,latest,1.1.3,1.1.2,1.1.1,1.1.0 + 8 more...               7 weeks ago
cif-ppd                         cif-parameter-api                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-ppd/cif-parameter-api                                                   latest,1.5.1,1.5.0,1.4.0,1.3.0,1.2.3 + 5 more...               2 weeks ago
cif-ppd                         cif-product-api                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-ppd/cif-product-api                                                     1.2.0,latest,1.1.0,1.0.0,0.0.3,0.0.2 + 1 more...               4 months ago
cif-ppd                         cif-proposisi-api                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-ppd/cif-proposisi-api                                                   latest,1.1.2,1.1.1,1.1.0,1.0.0,0.0.3 + 2 more...               4 months ago
cif-ppd                         cif-scandocument-api                                  default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-ppd/cif-scandocument-api                                                latest,1.2.0,1.1.1,1.0.0,0.0.4,0.0.3 + 2 more...               2 months ago
cif-ppd                         cif-search-api                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-ppd/cif-search-api                                                      2.2.6,latest,2.2.5,2.2.4,2.2.3,2.2.2 + 13 more...              8 days ago
cif-ppd                         dotnet-21-runtime-rhel7                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-ppd/dotnet-21-runtime-rhel7                                             latest                                                         3 months ago
cif-ppd                         testing                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-ppd/testing                                                             latest,2.0.0,1.1.0,1.0.1,1.0.0 + 3 more...                     14 months ago
cif-ppd                         training-ocp                                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-ppd/training-ocp                                                        1.0.0,latest                                                   11 months ago
cif-sit                         cif-approval-api                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-sit/cif-approval-api                                                    latest,6e27ae69,86aeb0d2,0443c448 + 32 more...                 8 months ago
cif-sit                         cif-inquirymaintenance-api                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-sit/cif-inquirymaintenance-api                                          latest,441679da,37db2470,b211a201 + 248 more...                33 hours ago
cif-sit                         cif-kyc-api                                           default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-sit/cif-kyc-api                                                         latest,ad87d9ee,9a1a6d6d,b4c15eb2 + 31 more...                 5 weeks ago
cif-sit                         cif-omni-approval                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-sit/cif-omni-approval                                                   latest,0ae7f665,55a8127f,27e274fc + 39 more...                 8 weeks ago
cif-sit                         cif-omni-maintenancedata                              default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-sit/cif-omni-maintenancedata                                            latest,17d84a14,7bc4fdfe,d68fc9fd + 133 more...                5 days ago
cif-sit                         cif-omni-onboarding                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-sit/cif-omni-onboarding                                                 latest,7f537f81,5e496fe7,00ea72b1 + 193 more...                4 hours ago
cif-sit                         cif-orchestration-api                                 default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-sit/cif-orchestration-api                                               latest,ace1ba96,df1698fc,d098b5f8 + 77 more...                 13 days ago
cif-sit                         cif-parameter-api                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-sit/cif-parameter-api                                                   d63c5a0b,latest,8686bb3a,32b0141f + 26 more...                 2 weeks ago
cif-sit                         cif-product-api                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-sit/cif-product-api                                                     4746741f,latest,723c135b,0ebe0f6d + 38 more...                 9 months ago
cif-sit                         cif-proposisi-api                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-sit/cif-proposisi-api                                                   latest,c6a2d06e,fce2274e,4eec412e + 19 more...                 2 months ago
cif-sit                         cif-riskprofile-api                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-sit/cif-riskprofile-api                                                 latest,9f76d903,a303432d,d7eb59ec + 5 more...                  2 days ago
cif-sit                         cif-scandocument-api                                  default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-sit/cif-scandocument-api                                                7f92958b,latest,eebcc709,4c14d7df + 42 more...                 2 weeks ago
cif-sit                         cif-search-api                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-sit/cif-search-api                                                      c47735ef,latest,84d0af6e,2079e53d + 53 more...                 8 days ago
cif-sit                         coba                                                  default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-sit/coba                                                                latest,6acc932a,99557904,06a97af8 + 3 more...                  15 months ago
cif-sit                         config-server                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-sit/config-server                                                       0.0.1-SNAPSHOT                                                 23 months ago
cif-sit                         datapribadi                                           default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-sit/datapribadi                                                         97cba206,latest,87cfea83,b179ce93 + 108 more...                15 months ago
cif-sit                         dotnet-21-runtime-rhel7                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-sit/dotnet-21-runtime-rhel7                                             latest                                                         19 months ago
cif-sit                         dotnet-22-runtime-rhel7                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-sit/dotnet-22-runtime-rhel7                                             latest                                                         19 months ago
cif-sit                         dotnet-31-runtime-rhel7                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-sit/dotnet-31-runtime-rhel7                                             latest                                                         19 months ago
cif-sit                         testing                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-sit/testing                                                             720a3d50,latest,f61ce4a2,a9d7e849 + 17 more...                 12 months ago
cif-sit                         training-ocp                                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-sit/training-ocp                                                        latest,deb7b76c                                                11 months ago
cif-uat                         cif-approval-api                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-uat/cif-approval-api                                                    latest,131acd65,89ed35e4,c5e0cd13 + 5 more...                  8 months ago
cif-uat                         cif-inquirymaintenance-api                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-uat/cif-inquirymaintenance-api                                          9f4cf269,latest,98a402a4,c45d7e86 + 85 more...                 33 hours ago
cif-uat                         cif-kyc-api                                           default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-uat/cif-kyc-api                                                         latest,ad87d9ee,9a1a6d6d,b4c15eb2 + 15 more...                 5 weeks ago
cif-uat                         cif-omni-approval                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-uat/cif-omni-approval                                                   latest,0ae7f665,55a8127f,27e274fc + 12 more...                 8 weeks ago
cif-uat                         cif-omni-maintenancedata                              default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-uat/cif-omni-maintenancedata                                            35560344,latest,0855454b,8859d507 + 34 more...                 6 days ago
cif-uat                         cif-omni-onboarding                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-uat/cif-omni-onboarding                                                 latest,17aa8596,9a39a5fa,5431fc6e + 63 more...                 6 days ago
cif-uat                         cif-orchestration-api                                 default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-uat/cif-orchestration-api                                               latest,95eab078,335a402b,a4336890 + 26 more...                 2 weeks ago
cif-uat                         cif-parameter-api                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-uat/cif-parameter-api                                                   latest,8686bb3a,32b0141f,4a404cc3 + 9 more...                  2 weeks ago
cif-uat                         cif-product-api                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-uat/cif-product-api                                                     4746741f,latest,723c135b,61ab884d + 6 more...                  9 months ago
cif-uat                         cif-proposisi-api                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-uat/cif-proposisi-api                                                   fce2274e,latest,4eec412e,6ccb8a8f + 6 more...                  4 months ago
cif-uat                         cif-riskprofile-api                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-uat/cif-riskprofile-api                                                 25458652,latest,b348a0c5,5d34b987 + 1 more...                  2 days ago
cif-uat                         cif-scandocument-api                                  default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-uat/cif-scandocument-api                                                latest,eebcc709,7d9663de,4fff0c00 + 7 more...                  3 months ago
cif-uat                         cif-search-api                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-uat/cif-search-api                                                      ad61ffe3,latest,dacc0671,2079e53d + 26 more...                 8 days ago
cif-uat                         coba                                                  default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-uat/coba                                                                2.2020.0921.9,latest,2.2020.0921.8                             15 months ago
cif-uat                         config-server                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-uat/config-server                                                       0.0.1-SNAPSHOT                                                 22 months ago
cif-uat                         datapribadi                                           default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-uat/datapribadi                                                         latest,9.0,8.9,8.8,8.7,8.6,8.4,8.3,8.2 + 64 more...            19 months ago
cif-uat                         dotnet-21-runtime-rhel7                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-uat/dotnet-21-runtime-rhel7                                             latest                                                         14 months ago
cif-uat                         inquirybalance                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-uat/inquirybalance                                                      v2.63,v2.62,v2.61,v2.60                                        22 months ago
cif-uat                         openjdk                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-uat/openjdk                                                             8                                                              22 months ago
cif-uat                         redis-5-rhel7                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-uat/redis-5-rhel7                                                       latest                                                         22 months ago
cif-uat                         secret-test                                           default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-uat/secret-test                                                         latest                                                         14 months ago
cif-uat                         serverjre                                             default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-uat/serverjre                                                           8                                                              22 months ago
cif-uat                         testing                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-uat/testing                                                             5cd9ae89,latest,a1849d65,39e773de + 5 more...                  13 months ago
cif-uat                         user-service                                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-uat/user-service                                                        0.0.1-SNAPSHOT                                                 22 months ago
cif-web-ppd                     approval                                              default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-web-ppd/approval                                                        2.2.9,latest,2.2.8,2.2.6,2.2.5,2.2.4 + 27 more...              2 weeks ago
cif-web-ppd                     maintenance                                           default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-web-ppd/maintenance                                                     2.3.3,latest,2.3.2,2.3.1,2.3.0,2.2.5 + 32 more...              2 weeks ago
cif-web-ppd                     nodejs-12-rhel7                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-web-ppd/nodejs-12-rhel7                                                 latest                                                         3 hours ago
cif-web-ppd                     onboarding                                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-web-ppd/onboarding                                                      latest,1.19.0,1.18.0,1.17.2,1.17.1 + 45 more...                3 hours ago
cif-web-sit                     approval                                              default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-web-sit/approval                                                        ba6068cc,latest,6d2373ed,89d9ecfc + 62 more...                 2 weeks ago
cif-web-sit                     maintenance                                           default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-web-sit/maintenance                                                     latest,dd61895b,3c790430,4c502646 + 490 more...                3 hours ago
cif-web-sit                     maintenance-staging                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-web-sit/maintenance-staging                                             latest,271bc013,610da19b,eba8e5cb + 34 more...                 8 months ago
cif-web-sit                     nodejs-12-rhel7                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-web-sit/nodejs-12-rhel7                                                 latest                                                         2 weeks ago
cif-web-sit                     onboarding                                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-web-sit/onboarding                                                      latest,abf39f90,d0049cc1,b5113870 + 212 more...                4 hours ago
cif-web-sit                     onboarding-dukcapil                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-web-sit/onboarding-dukcapil                                             latest,0a3a8a6a,e4dd8993                                       10 months ago
cif-web-sit                     onboarding-interview                                  default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-web-sit/onboarding-interview                                            691a599b,latest,e34bb45b,1f73d77d + 2 more...                  10 months ago
cif-web-uat                     approval                                              default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-web-uat/approval                                                        latest,ba6068cc,6d2373ed,e17aa822 + 36 more...                 2 weeks ago
cif-web-uat                     maintenance                                           default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-web-uat/maintenance                                                     latest,b1a97df0,019faed3,9f76c910 + 108 more...                33 hours ago
cif-web-uat                     nodejs-12-rhel7                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-web-uat/nodejs-12-rhel7                                                 latest                                                         2 weeks ago
cif-web-uat                     onboarding                                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/cif-web-uat/onboarding                                                      f3600330,latest,ae826cb0,411e66f6 + 109 more...                6 days ago
cifmgtapp-sit                   maintenancecifrac                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/cifmgtapp-sit/maintenancecifrac                                             latest,2eb41aff2cb15f573cfaade48547de66e660f387 + 28 more...   10 months ago
cifmgtapp-sit                   openjdk                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/cifmgtapp-sit/openjdk                                                       8                                                              11 months ago
common-sit                      config-server                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/common-sit/config-server                                                    0.0.1-SNAPSHOT,latest,1.0                                      4 months ago
common-sit                      serverjre                                             default-route-openshift-image-registry.apps.np.ocbcnisp.com/common-sit/serverjre                                                        8                                                              5 months ago
compliance-sit                  compliance-kajiankredit-be                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/compliance-sit/compliance-kajiankredit-be                                   latest,c2ab38fc,a369c772                                       9 months ago
compliance-sit                  dotnet-21-runtime-rhel7                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/compliance-sit/dotnet-21-runtime-rhel7                                      latest                                                         9 months ago
compliance-uat                  compliance-kajiankredit-be                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/compliance-uat/compliance-kajiankredit-be                                   latest,a369c772                                                9 months ago
compliance-uat                  dotnet-21-runtime-rhel7                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/compliance-uat/dotnet-21-runtime-rhel7                                      latest                                                         9 months ago
conjur-np                       cityapp                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/conjur-np/cityapp                                                           latest                                                         10 months ago
conjur-np                       conjur-appliance                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/conjur-np/conjur-appliance                                                  12.0.0                                                         10 months ago
conjur-np                       conjur-kubernetes-authenticator                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/conjur-np/conjur-kubernetes-authenticator                                   latest                                                         10 months ago
conjur-np                       dap-seedfetcher                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/conjur-np/dap-seedfetcher                                                   latest                                                         10 months ago
conjur-np                       secretless-broker                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/conjur-np/secretless-broker                                                 latest                                                         10 months ago
conjur-np                       secrets-provider-for-k8s                              default-route-openshift-image-registry.apps.np.ocbcnisp.com/conjur-np/secrets-provider-for-k8s                                          latest                                                         10 months ago
