NAMESPACE                       NAME                                                  IMAGE REPOSITORY                                                                                                                        TAGS                                                           UPDATED
treasury-uat                    dealkurs-be                                           default-route-openshift-image-registry.apps.np.ocbcnisp.com/treasury-uat/dealkurs-be                                                    latest,f5d20aac,c2b73374                                       2 weeks ago
treasury-uat                    dealkurs-omni                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/treasury-uat/dealkurs-omni                                                  latest,e6cdf4e1,c56739f4                                       2 weeks ago
treasury-uat                    dotnet-21-runtime-rhel7                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/treasury-uat/dotnet-21-runtime-rhel7                                        latest                                                         14 months ago
treasury-uat                    treasury-customer-api                                 default-route-openshift-image-registry.apps.np.ocbcnisp.com/treasury-uat/treasury-customer-api                                          19cf5528,latest,33e594c4,5e7d0dd3 + 7 more...                  5 weeks ago
treasury-uat                    treasury-obligasiparameter-api                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/treasury-uat/treasury-obligasiparameter-api                                 latest,2d7019ae,2d122811,e5d91684 + 9 more...                  7 weeks ago
treasury-uat                    treasury-onlinefx-api                                 default-route-openshift-image-registry.apps.np.ocbcnisp.com/treasury-uat/treasury-onlinefx-api                                          latest,878c8da7,39c5ec18,123e4358 + 28 more...                 3 weeks ago
treasury-uat                    treasury-transaksiobligasi-api                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/treasury-uat/treasury-transaksiobligasi-api                                 latest,68e53184,f00dfb28,98125038 + 21 more...                 9 days ago
unsecured-loan-sit              creditcard-api                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/unsecured-loan-sit/creditcard-api                                           c192248a,latest,7132edd8,16fb4db3 + 4 more...                  12 months ago
unsecured-loan-sit              dotnet-21-runtime-rhel7                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/unsecured-loan-sit/dotnet-21-runtime-rhel7                                  latest                                                         13 months ago
unsecured-payment-api-service   api-service-unsecured-payment-express-node            default-route-openshift-image-registry.apps.np.ocbcnisp.com/unsecured-payment-api-service/api-service-unsecured-payment-express-node                                                                   
unsecured-payment-api-service   usp-api-service                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/unsecured-payment-api-service/usp-api-service                                                                                              
unsecured-payment-api-service   usp-api-services                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/unsecured-payment-api-service/usp-api-services                              latest                                                         16 months ago
usermgtapp-ppd                  inquirylistuser                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/usermgtapp-ppd/inquirylistuser                                              latest,v.1                                                     13 months ago
usermgtapp-ppd                  openjdk                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/usermgtapp-ppd/openjdk                                                      8                                                              13 months ago
usermgtapp-sit                  inquirylistuser                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/usermgtapp-sit/inquirylistuser                                              latest,3c2883bdbe707ca2e4586f5485050b13078c94fe + 3 more...    3 months ago
usermgtapp-sit                  openjdk                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/usermgtapp-sit/openjdk                                                      8                                                              3 months ago
usermgtapp-uat                  inquirylistuser                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/usermgtapp-uat/inquirylistuser                                              latest,4461fd61e9e6f44ce3fa83f28b1eab3915bd9900 + 1 more...    3 months ago
usermgtapp-uat                  openjdk                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/usermgtapp-uat/openjdk                                                      8                                                              13 months ago
usp-ms                          usp-api-documentation                                 default-route-openshift-image-registry.apps.np.ocbcnisp.com/usp-ms/usp-api-documentation                                                latest                                                         15 months ago
usp-ms                          usp-api-nestjs                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/usp-ms/usp-api-nestjs                                                       latest                                                         15 months ago
velocity-sit                    api-common-authentication                             default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-sit/api-common-authentication                                      latest,2.0.0-SNAPSHOT,0.0.1-SNAPSHOT + 1 more...               8 weeks ago
velocity-sit                    api-common-currencyinfo                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-sit/api-common-currencyinfo                                        2.0.0-SNAPSHOT,latest,0.0.1-SNAPSHOT                           6 weeks ago
velocity-sit                    api-common-logger                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-sit/api-common-logger                                              latest,2.0.0-SNAPSHOT,0.0.1-SNAPSHOT                           2 months ago
velocity-sit                    api-common-notification                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-sit/api-common-notification                                        2.0.0-SNAPSHOT,latest,0.0.1-SNAPSHOT                           2 months ago
velocity-sit                    api-common-parametermodule                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-sit/api-common-parametermodule                                     latest,2.0.0-SNAPSHOT,0.0.1-SNAPSHOT                           2 months ago
velocity-sit                    api-common-queue-transaction                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-sit/api-common-queue-transaction                                   latest,2.0.0-SNAPSHOT,0.0.1-SNAPSHOT + 1 more...               2 months ago
velocity-sit                    api-subs-acctmgmt                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-sit/api-subs-acctmgmt                                              2.0.0-SNAPSHOT,latest,0.0.1-SNAPSHOT                           5 weeks ago
velocity-sit                    api-subs-banktrade                                    default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-sit/api-subs-banktrade                                             latest,2.0.0-SNAPSHOT,0.0.1-SNAPSHOT                           4 hours ago
velocity-sit                    api-subs-beneficiarymgmt                              default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-sit/api-subs-beneficiarymgmt                                       latest,2.0.0-SNAPSHOT,0.0.1-SNAPSHOT                           2 months ago
velocity-sit                    api-subs-cms                                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-sit/api-subs-cms                                                   latest,2.0.0-SNAPSHOT,0.0.1-SNAPSHOT                           8 weeks ago
velocity-sit                    api-subs-general                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-sit/api-subs-general                                               latest,2.0.0-SNAPSHOT,0.0.1-SNAPSHOT                           2 months ago
velocity-sit                    api-subs-loan                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-sit/api-subs-loan                                                  latest,2.0.0-SNAPSHOT,0.0.1-SNAPSHOT                           8 weeks ago
velocity-sit                    api-subs-registration                                 default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-sit/api-subs-registration                                          latest,2.0.0-SNAPSHOT,0.0.1-SNAPSHOT                           29 hours ago
velocity-sit                    api-subs-registration-v2                              default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-sit/api-subs-registration-v2                                       2.0.0-SNAPSHOT,latest                                          2 months ago
velocity-sit                    api-subs-token                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-sit/api-subs-token                                                 latest,2.0.0-SNAPSHOT,0.0.1-SNAPSHOT                           7 weeks ago
velocity-sit                    api-subs-transaction                                  default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-sit/api-subs-transaction                                           latest,2.0.0-SNAPSHOT,0.0.1-SNAPSHOT                           5 hours ago
velocity-sit                    api-subs-trx-general                                  default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-sit/api-subs-trx-general                                           2.0.0-SNAPSHOT,latest,0.0.1-SNAPSHOT                           2 months ago
velocity-sit                    common-static                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-sit/common-static                                                  latest,0.0.1-SNAPSHOT                                          35 hours ago
velocity-sit                    config-server                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-sit/config-server                                                  0.0.1-SNAPSHOT,latest                                          8 months ago
velocity-sit                    serverjre                                             default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-sit/serverjre                                                      8                                                              14 months ago
velocity-uat                    api-common-authentication                             default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-uat/api-common-authentication                                      latest,2.0.0,1.0                                               5 weeks ago
velocity-uat                    api-common-currencyinfo                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-uat/api-common-currencyinfo                                        latest,2.0.0,1.0                                               10 hours ago
velocity-uat                    api-common-logger                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-uat/api-common-logger                                              latest,2.0.0,1.0                                               5 weeks ago
velocity-uat                    api-common-notification                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-uat/api-common-notification                                        latest,2.0.0,1.0                                               5 weeks ago
velocity-uat                    api-common-parametermodule                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-uat/api-common-parametermodule                                     latest,2.0.0,1.0                                               5 weeks ago
velocity-uat                    api-common-queue-transaction                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-uat/api-common-queue-transaction                                   2.0.0,latest,1.0                                               5 weeks ago
velocity-uat                    api-subs-acctmgmt                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-uat/api-subs-acctmgmt                                              latest,2.0.0,1.0                                               5 weeks ago
velocity-uat                    api-subs-banktrade                                    default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-uat/api-subs-banktrade                                             latest,2.0.0,1.0,0.0.1-SNAPSHOT                                About an hour ago
velocity-uat                    api-subs-beneficiarymgmt                              default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-uat/api-subs-beneficiarymgmt                                       latest,2.0.0,1.0                                               5 weeks ago
velocity-uat                    api-subs-cms                                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-uat/api-subs-cms                                                   2.0.0,latest,1.0                                               5 weeks ago
velocity-uat                    api-subs-general                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-uat/api-subs-general                                               2.0.0,latest,1.0                                               5 weeks ago
velocity-uat                    api-subs-loan                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-uat/api-subs-loan                                                  latest,2.0.0,1.0                                               5 weeks ago
velocity-uat                    api-subs-registration                                 default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-uat/api-subs-registration                                          latest,2.0.0,1.0                                               28 hours ago
velocity-uat                    api-subs-token                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-uat/api-subs-token                                                 latest,2.0.0,1.0                                               5 weeks ago
velocity-uat                    api-subs-transaction                                  default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-uat/api-subs-transaction                                           latest,2.0.0,1.0                                               4 hours ago
velocity-uat                    api-subs-trx-general                                  default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-uat/api-subs-trx-general                                           2.0.0,latest,1.0                                               5 weeks ago
velocity-uat                    common-static                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-uat/common-static                                                  latest,1.0                                                     35 hours ago
velocity-uat                    config-server                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-uat/config-server                                                  latest,1.0                                                     8 months ago
velocity-uat                    serverjre                                             default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocity-uat/serverjre                                                      8                                                              12 months ago
velocitybc-sit                  config-server                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/config-server                                                latest,0.0.1-SNAPSHOT                                          6 months ago
velocitybc-sit                  core-cif                                              default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/core-cif                                                     0.0.1-SNAPSHOT,latest                                          8 months ago
velocitybc-sit                  core-cms                                              default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/core-cms                                                     latest,0.0.1-SNAPSHOT                                          3 months ago
velocitybc-sit                  core-deposit                                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/core-deposit                                                 latest,0.0.1-SNAPSHOT                                          2 months ago
velocitybc-sit                  core-fx                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/core-fx                                                      0.0.1-SNAPSHOT,latest                                          3 months ago
velocitybc-sit                  core-general                                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/core-general                                                 0.0.1-SNAPSHOT,latest                                          4 weeks ago
velocitybc-sit                  core-llg                                              default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/core-llg                                                     latest,0.0.1-SNAPSHOT                                          4 weeks ago
velocitybc-sit                  core-overbooking                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/core-overbooking                                             0.0.1-SNAPSHOT,latest                                          2 weeks ago
velocitybc-sit                  core-reversal                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/core-reversal                                                latest,0.0.1-SNAPSHOT                                          2 months ago
velocitybc-sit                  core-rtgs                                             default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/core-rtgs                                                    0.0.1-SNAPSHOT,latest                                          4 weeks ago
velocitybc-sit                  core-statement                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/core-statement                                               0.0.1-SNAPSHOT,latest                                          5 weeks ago
velocitybc-sit                  core-timedeposit                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/core-timedeposit                                             0.0.1-SNAPSHOT,latest                                          2 months ago
velocitybc-sit                  core-va                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/core-va                                                      latest,0.0.1-SNAPSHOT                                          3 weeks ago
velocitybc-sit                  main-acct-mgmt                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-acct-mgmt                                               0.0.1-SNAPSHOT,latest                                          8 months ago
velocitybc-sit                  main-aob-timedeposit                                  default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-aob-timedeposit                                         latest,0.0.1-SNAPSHOT                                          13 days ago
velocitybc-sit                  main-bankguarantee                                    default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-bankguarantee                                           latest,0.0.1-SNAPSHOT                                          10 months ago
velocitybc-sit                  main-banktrade                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-banktrade                                               0.0.1-SNAPSHOT,latest                                          9 days ago
velocitybc-sit                  main-cmsmaster                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-cmsmaster                                               latest,0.0.1-SNAPSHOT                                          7 months ago
velocitybc-sit                  main-customer                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-customer                                                latest,0.0.1-SNAPSHOT                                          2 months ago
velocitybc-sit                  main-depositinquiry                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-depositinquiry                                          0.0.1-SNAPSHOT,latest                                          8 months ago
velocitybc-sit                  main-digital-signature                                default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-digital-signature                                       latest,0.0.1-SNAPSHOT                                          6 months ago
velocitybc-sit                  main-ecm                                              default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-ecm                                                     latest,0.0.1-SNAPSHOT                                          8 weeks ago
velocitybc-sit                  main-fundtransfer                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-fundtransfer                                            latest,0.0.1-SNAPSHOT                                          7 months ago
velocitybc-sit                  main-fx                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-fx                                                      0.0.1-SNAPSHOT,latest                                          12 days ago
velocitybc-sit                  main-general                                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-general                                                 latest,0.0.1-SNAPSHOT                                          2 hours ago
velocitybc-sit                  main-h2h-bulk-service                                 default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-h2h-bulk-service                                        latest,0.0.1-SNAPSHOT                                          9 months ago
velocitybc-sit                  main-hsm                                              default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-hsm                                                     0.0.1-SNAPSHOT,latest                                          3 months ago
velocitybc-sit                  main-investmentaccount                                default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-investmentaccount                                       0.0.1-SNAPSHOT,latest                                          7 months ago
velocitybc-sit                  main-loan                                             default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-loan                                                    0.0.1-SNAPSHOT,latest                                          4 months ago
velocitybc-sit                  main-notif-smspush                                    default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-notif-smspush                                           latest,0.0.1-SNAPSHOT                                          8 months ago
velocitybc-sit                  main-payroll                                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-payroll                                                 0.0.1-SNAPSHOT,latest                                          4 months ago
velocitybc-sit                  main-remittance                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-remittance                                              latest,0.0.1-SNAPSHOT                                          12 days ago
velocitybc-sit                  main-scheduler                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-scheduler                                               latest,0.0.1-SNAPSHOT                                          6 days ago
velocitybc-sit                  main-sibsaccount                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-sibsaccount                                             latest,0.0.1-SNAPSHOT                                          8 months ago
velocitybc-sit                  main-statement                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-statement                                               0.0.1-SNAPSHOT,latest                                          7 months ago
velocitybc-sit                  main-timedeposit                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-timedeposit                                             0.0.1-SNAPSHOT,latest                                          6 months ago
velocitybc-sit                  main-trx-cashwithdrawal                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-trx-cashwithdrawal                                      latest,0.0.1-SNAPSHOT                                          4 weeks ago
velocitybc-sit                  main-trx-domestic-transfer                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-trx-domestic-transfer                                   0.0.1-SNAPSHOT,latest                                          3 weeks ago
velocitybc-sit                  main-trx-onlinetransfer                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-trx-onlinetransfer                                      latest,0.0.1-SNAPSHOT                                          5 weeks ago
velocitybc-sit                  main-trx-overbooking                                  default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-trx-overbooking                                         latest,0.0.1-SNAPSHOT                                          4 weeks ago
velocitybc-sit                  main-trx-payment                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-trx-payment                                             0.0.1-SNAPSHOT,latest                                          5 weeks ago
velocitybc-sit                  main-trx-purchase                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-trx-purchase                                            0.0.1-SNAPSHOT,latest                                          5 weeks ago
velocitybc-sit                  main-trx-sweep-in                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-trx-sweep-in                                            latest,0.0.1-SNAPSHOT                                          7 days ago
velocitybc-sit                  main-trx-transaksi-rtgs-llg                           default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-trx-transaksi-rtgs-llg                                  latest,0.0.1-SNAPSHOT                                          2 months ago
velocitybc-sit                  main-trx-transfer-rtgs-llg                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-trx-transfer-rtgs-llg                                   latest,0.0.1-SNAPSHOT                                          4 weeks ago
velocitybc-sit                  main-va                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-va                                                      latest,0.0.1-SNAPSHOT                                          3 weeks ago
velocitybc-sit                  main-velis                                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/main-velis                                                   latest,0.0.1-SNAPSHOT                                          4 weeks ago
velocitybc-sit                  serverjre                                             default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/serverjre                                                    8                                                              15 months ago
velocitybc-sit                  switching-payment                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/switching-payment                                            latest,0.0.1-SNAPSHOT                                          6 weeks ago
velocitybc-sit                  switching-purchase                                    default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/switching-purchase                                           latest,0.0.1-SNAPSHOT                                          8 weeks ago
velocitybc-sit                  switching-transfer                                    default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/switching-transfer                                           0.0.1-SNAPSHOT,latest                                          6 weeks ago
velocitybc-sit                  webservice-logger                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-sit/webservice-logger                                            latest,0.0.1-SNAPSHOT                                          5 weeks ago
velocitybc-uat                  config-server                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/config-server                                                latest,1.0                                                     5 weeks ago
velocitybc-uat                  core-cif                                              default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/core-cif                                                     latest,1.0                                                     5 weeks ago
velocitybc-uat                  core-cms                                              default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/core-cms                                                     latest,1.0                                                     5 weeks ago
velocitybc-uat                  core-deposit                                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/core-deposit                                                 1.0,latest                                                     5 weeks ago
velocitybc-uat                  core-fx                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/core-fx                                                      latest,1.0                                                     5 weeks ago
velocitybc-uat                  core-general                                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/core-general                                                 latest,1.0                                                     5 weeks ago
velocitybc-uat                  core-statement                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/core-statement                                               1.0,latest                                                     5 weeks ago
velocitybc-uat                  core-timedeposit                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/core-timedeposit                                             latest,1.0                                                     5 weeks ago
velocitybc-uat                  core-va                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/core-va                                                      1.0,latest                                                     3 weeks ago
velocitybc-uat                  main-acct-mgmt                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/main-acct-mgmt                                               latest,1.0                                                     5 weeks ago
velocitybc-uat                  main-bankguarantee                                    default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/main-bankguarantee                                           1.0,latest                                                     10 months ago
velocitybc-uat                  main-banktrade                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/main-banktrade                                               1.0,latest                                                     4 days ago
velocitybc-uat                  main-cmsmaster                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/main-cmsmaster                                               1.0,latest                                                     5 weeks ago
velocitybc-uat                  main-customer                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/main-customer                                                latest,1.0                                                     5 weeks ago
velocitybc-uat                  main-depositinquiry                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/main-depositinquiry                                          latest,1.0                                                     5 weeks ago
velocitybc-uat                  main-digital-signature                                default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/main-digital-signature                                       latest,1.0                                                     5 weeks ago
velocitybc-uat                  main-ecm                                              default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/main-ecm                                                     latest,1.0                                                     5 weeks ago
velocitybc-uat                  main-fundtransfer                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/main-fundtransfer                                            1.0,latest,0.0.1-SNAPSHOT                                      5 weeks ago
velocitybc-uat                  main-fx                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/main-fx                                                      latest,1.0                                                     4 days ago
velocitybc-uat                  main-general                                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/main-general                                                 latest,1.0                                                     5 weeks ago
velocitybc-uat                  main-h2h-bulk-service                                 default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/main-h2h-bulk-service                                        1.0,latest                                                     5 weeks ago
velocitybc-uat                  main-hsm                                              default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/main-hsm                                                     1.0,latest                                                     5 weeks ago
velocitybc-uat                  main-investmentaccount                                default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/main-investmentaccount                                       1.0,latest                                                     5 weeks ago
velocitybc-uat                  main-loan                                             default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/main-loan                                                    latest,1.0                                                     5 weeks ago
velocitybc-uat                  main-notif-smspush                                    default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/main-notif-smspush                                           latest,1.0                                                     5 weeks ago
velocitybc-uat                  main-payroll                                          default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/main-payroll                                                 latest,1.0                                                     5 weeks ago
velocitybc-uat                  main-remittance                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/main-remittance                                              latest,1.0                                                     4 days ago
velocitybc-uat                  main-scheduler                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/main-scheduler                                               1.0,latest                                                     4 days ago
velocitybc-uat                  main-sibsaccount                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/main-sibsaccount                                             1.0,latest                                                     5 weeks ago
velocitybc-uat                  main-statement                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/main-statement                                               latest,1.0                                                     5 weeks ago
velocitybc-uat                  main-timedeposit                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/main-timedeposit                                             1.0,latest                                                     5 weeks ago
velocitybc-uat                  main-va                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/main-va                                                      latest,1.0                                                     3 weeks ago
velocitybc-uat                  main-velis                                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/main-velis                                                   1.0,latest                                                     2 months ago
velocitybc-uat                  serverjre                                             default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/serverjre                                                    8                                                              15 months ago
velocitybc-uat                  webservice-logger                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/velocitybc-uat/webservice-logger                                            1.0,latest                                                     5 weeks ago
velomobile-sit-sit              serverjre                                             default-route-openshift-image-registry.apps.np.ocbcnisp.com/velomobile-sit-sit/serverjre                                                8                                                              11 months ago
velomobile-sit-sit              transaction-service                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/velomobile-sit-sit/transaction-service                                      latest,0.0.1-SNAPSHOT                                          11 months ago
velomobile-sit                  account-management-service                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/velomobile-sit/account-management-service                                   0.0.1-SNAPSHOT,latest,1.0.0                                    2 months ago
velomobile-sit                  authorization-service                                 default-route-openshift-image-registry.apps.np.ocbcnisp.com/velomobile-sit/authorization-service                                        0.0.1-SNAPSHOT,latest                                          6 days ago
velomobile-sit                  config-server                                         default-route-openshift-image-registry.apps.np.ocbcnisp.com/velomobile-sit/config-server                                                latest,0.0.1-SNAPSHOT                                          5 months ago
velomobile-sit                  currency-info-service                                 default-route-openshift-image-registry.apps.np.ocbcnisp.com/velomobile-sit/currency-info-service                                        latest,0.0.1-SNAPSHOT                                          5 months ago
